marketName,dates
Arakalgud APMC,"[{'arrivalDate': '07/08/2026', 'total_arrivals': 3.3000000000000003, 'data': [{'arrivals': 3.3000000000000003, 'variety': 'Tomato', 'minimumPrice': 1500.0, 'maximumPrice': 1500.0, 'modalPrice': 1500.0}]}, {'arrivalDate': '21/08/2026', 'total_arrivals': 2.5, 'data': [{'arrivals': 2.5, 'variety': 'Tomato', 'minimumPrice': 2000.0, 'maximumPrice': 2000.0, 'modalPrice': 2000.0}]}, {'arrivalDate': '28/08/2026', 'total_arrivals': 2.5, 'data': [{'arrivals': 2.5, 'variety': 'Tomato', 'minimumPrice': 2000.0, 'maximumPrice': 2000.0, 'modalPrice': 2000.0}]}]"
Arasikere APMC,"[{'arrivalDate': '03/08/2026', 'total_arrivals': 25.8, 'data': [{'arrivals': 25.8, 'variety': 'Tomato', 'minimumPrice': 1000.0, 'maximumPrice': 1000.0, 'modalPrice': 1000.0}]}, {'arrivalDate': '10/08/2026', 'total_arrivals': 16.3, 'data': [{'arrivals': 16.3, 'variety': 'Tomato', 'minimumPrice': 1000.0, 'maximumPrice': 1000.0, 'modalPrice': 1000.0}]}, {'arrivalDate': '17/08/2026', 'total_arrivals': 13.5, 'data': [{'arrivals': 13.5, 'variety': 'Tomato', 'minimumPrice': 1000.0, 'maximumPrice': 1500.0, 'modalPrice': 1000.0}]}, {'arrivalDate': '27/08/2026', 'total_arrivals': 28.5, 'data': [{'arrivals': 28.5, 'variety': 'Tomato', 'minimumPrice': 1000.0, 'maximumPrice': 1000.0, 'modalPrice': 1000.0}]}, {'arrivalDate': '31/08/2026', 'total_arrivals': 26.3, 'data': [{'arrivals': 26.3, 'variety': 'Tomato', 'minimumPrice': 800.0, 'maximumPrice': 1000.0, 'modalPrice': 1000.0}]}]"
Bagepalli APMC,"[{'arrivalDate': '01/08/2026', 'total_arrivals': 246.3, 'data': [{'arrivals': 246.3, 'variety': 'Tomato', 'minimumPrice': 230.0, 'maximumPrice': 1540.0, 'modalPrice': 1230.0}]}, {'arrivalDate': '02/08/2026', 'total_arrivals': 194.4, 'data': [{'arrivals': 194.4, 'variety': 'Tomato', 'minimumPrice': 230.0, 'maximumPrice': 1150.0, 'modalPrice': 770.0}]}, {'arrivalDate': '03/08/2026', 'total_arrivals': 239.0, 'data': [{'arrivals': 239.0, 'variety': 'Tomato', 'minimumPrice': 230.0, 'maximumPrice': 1300.0, 'modalPrice': 850.0}]}, {'arrivalDate': '04/08/2026', 'total_arrivals': 220.0, 'data': [{'arrivals': 220.0, 'variety': 'Tomato', 'minimumPrice': 230.0, 'maximumPrice': 1200.0, 'modalPrice': 800.0}]}, {'arrivalDate': '05/08/2026', 'total_arrivals': 231.0, 'data': [{'arrivals': 231.0, 'variety': 'Tomato', 'minimumPrice': 230.0, 'maximumPrice': 1220.0, 'modalPrice': 870.0}]}, {'arrivalDate': '06/08/2026', 'total_arrivals': 236.20000000000002, 'data': [{'arrivals': 236.20000000000002, 'variety': 'Tomato', 'minimumPrice': 230.0, 'maximumPrice': 1461.0, 'modalPrice': 1154.0}]}, {'arrivalDate': '07/08/2026', 'total_arrivals': 210.70000000000002, 'data': [{'arrivals': 210.70000000000002, 'variety': 'Tomato', 'minimumPrice': 615.0, 'maximumPrice': 1231.0, 'modalPrice': 846.0}]}, {'arrivalDate': '08/08/2026', 'total_arrivals': 197.9, 'data': [{'arrivals': 197.9, 'variety': 'Tomato', 'minimumPrice': 230.0, 'maximumPrice': 1538.0, 'modalPrice': 1154.0}]}, {'arrivalDate': '09/08/2026', 'total_arrivals': 193.0, 'data': [{'arrivals': 193.0, 'variety': 'Tomato', 'minimumPrice': 230.0, 'maximumPrice': 1600.0, 'modalPrice': 1200.0}]}, {'arrivalDate': '10/08/2026', 'total_arrivals': 205.0, 'data': [{'arrivals': 205.0, 'variety': 'Tomato', 'minimumPrice': 230.0, 'maximumPrice': 2300.0, 'modalPrice': 1400.0}]}, {'arrivalDate': '11/08/2026', 'total_arrivals': 207.0, 'data': [{'arrivals': 207.0, 'variety': 'Tomato', 'minimumPrice': 385.0, 'maximumPrice': 2700.0, 'modalPrice': 1500.0}]}, {'arrivalDate': '12/08/2026', 'total_arrivals': 189.0, 'data': [{'arrivals': 189.0, 'variety': 'Tomato', 'minimumPrice': 350.0, 'maximumPrice': 2800.0, 'modalPrice': 1600.0}]}, {'arrivalDate': '13/08/2026', 'total_arrivals': 224.5, 'data': [{'arrivals': 224.5, 'variety': 'Tomato', 'minimumPrice': 150.0, 'maximumPrice': 1770.0, 'modalPrice': 1150.0}]}, {'arrivalDate': '14/08/2026', 'total_arrivals': 225.5, 'data': [{'arrivals': 225.5, 'variety': 'Tomato', 'minimumPrice': 150.0, 'maximumPrice': 1920.0, 'modalPrice': 1230.0}]}, {'arrivalDate': '15/08/2026', 'total_arrivals': 230.0, 'data': [{'arrivals': 230.0, 'variety': 'Tomato', 'minimumPrice': 150.0, 'maximumPrice': 1950.0, 'modalPrice': 1300.0}]}, {'arrivalDate': '16/08/2026', 'total_arrivals': 235.0, 'data': [{'arrivals': 235.0, 'variety': 'Tomato', 'minimumPrice': 300.0, 'maximumPrice': 2200.0, 'modalPrice': 1700.0}]}, {'arrivalDate': '17/08/2026', 'total_arrivals': 210.0, 'data': [{'arrivals': 210.0, 'variety': 'Tomato', 'minimumPrice': 300.0, 'maximumPrice': 1800.0, 'modalPrice': 1200.0}]}, {'arrivalDate': '18/08/2026', 'total_arrivals': 215.0, 'data': [{'arrivals': 215.0, 'variety': 'Tomato', 'minimumPrice': 230.0, 'maximumPrice': 1760.0, 'modalPrice': 1230.0}]}, {'arrivalDate': '19/08/2026', 'total_arrivals': 209.0, 'data': [{'arrivals': 209.0, 'variety': 'Tomato', 'minimumPrice': 230.0, 'maximumPrice': 1540.0, 'modalPrice': 850.0}]}, {'arrivalDate': '20/08/2026', 'total_arrivals': 190.0, 'data': [{'arrivals': 190.0, 'variety': 'Tomato', 'minimumPrice': 150.0, 'maximumPrice': 1300.0, 'modalPrice': 1070.0}]}, {'arrivalDate': '21/08/2026', 'total_arrivals': 180.0, 'data': [{'arrivals': 180.0, 'variety': 'Tomato', 'minimumPrice': 230.0, 'maximumPrice': 1460.0, 'modalPrice': 1150.0}]}, {'arrivalDate': '22/08/2026', 'total_arrivals': 176.0, 'data': [{'arrivals': 176.0, 'variety': 'Tomato', 'minimumPrice': 150.0, 'maximumPrice': 1230.0, 'modalPrice': 770.0}]}, {'arrivalDate': '23/08/2026', 'total_arrivals': 181.0, 'data': [{'arrivals': 181.0, 'variety': 'Tomato', 'minimumPrice': 150.0, 'maximumPrice': 1230.0, 'modalPrice': 700.0}]}, {'arrivalDate': '24/08/2026', 'total_arrivals': 187.0, 'data': [{'arrivals': 187.0, 'variety': 'Tomato', 'minimumPrice': 230.0, 'maximumPrice': 2230.0, 'modalPrice': 1380.0}]}, {'arrivalDate': '25/08/2026', 'total_arrivals': 170.0, 'data': [{'arrivals': 170.0, 'variety': 'Tomato', 'minimumPrice': 230.0, 'maximumPrice': 2230.0, 'modalPrice': 1400.0}]}, {'arrivalDate': '26/08/2026', 'total_arrivals': 190.0, 'data': [{'arrivals': 190.0, 'variety': 'Tomato', 'minimumPrice': 230.0, 'maximumPrice': 1770.0, 'modalPrice': 1070.0}]}, {'arrivalDate': '27/08/2026', 'total_arrivals': 166.0, 'data': [{'arrivals': 166.0, 'variety': 'Tomato', 'minimumPrice': 230.0, 'maximumPrice': 1690.0, 'modalPrice': 1070.0}]}, {'arrivalDate': '28/08/2026', 'total_arrivals': 176.60000000000002, 'data': [{'arrivals': 176.60000000000002, 'variety': 'Tomato', 'minimumPrice': 230.0, 'maximumPrice': 1700.0, 'modalPrice': 1200.0}]}, {'arrivalDate': '29/08/2026', 'total_arrivals': 192.0, 'data': [{'arrivals': 192.0, 'variety': 'Tomato', 'minimumPrice': 230.0, 'maximumPrice': 1540.0, 'modalPrice': 1100.0}]}, {'arrivalDate': '30/08/2026', 'total_arrivals': 150.0, 'data': [{'arrivals': 150.0, 'variety': 'Tomato', 'minimumPrice': 230.0, 'maximumPrice': 1900.0, 'modalPrice': 1200.0}]}, {'arrivalDate': '31/08/2026', 'total_arrivals': 210.0, 'data': [{'arrivals': 210.0, 'variety': 'Tomato', 'minimumPrice': 230.0, 'maximumPrice': 1700.0, 'modalPrice': 1300.0}]}]"
Bangarpet APMC,"[{'arrivalDate': '01/08/2026', 'total_arrivals': 2.5, 'data': [{'arrivals': 2.5, 'variety': 'Tomato', 'minimumPrice': 800.0, 'maximumPrice': 1500.0, 'modalPrice': 1000.0}]}, {'arrivalDate': '03/08/2026', 'total_arrivals': 5.5, 'data': [{'arrivals': 5.5, 'variety': 'Tomato', 'minimumPrice': 700.0, 'maximumPrice': 1500.0, 'modalPrice': 1000.0}]}, {'arrivalDate': '04/08/2026', 'total_arrivals': 2.5, 'data': [{'arrivals': 2.5, 'variety': 'Tomato', 'minimumPrice': 500.0, 'maximumPrice': 1000.0, 'modalPrice': 800.0}]}, {'arrivalDate': '05/08/2026', 'total_arrivals': 2.9000000000000004, 'data': [{'arrivals': 2.9000000000000004, 'variety': 'Tomato', 'minimumPrice': 500.0, 'maximumPrice': 1000.0, 'modalPrice': 800.0}]}, {'arrivalDate': '06/08/2026', 'total_arrivals': 5.5, 'data': [{'arrivals': 5.5, 'variety': 'Tomato', 'minimumPrice': 300.0, 'maximumPrice': 1000.0, 'modalPrice': 700.0}]}, {'arrivalDate': '07/08/2026', 'total_arrivals': 2.7, 'data': [{'arrivals': 2.7, 'variety': 'Tomato', 'minimumPrice': 300.0, 'maximumPrice': 1000.0, 'modalPrice': 700.0}]}, {'arrivalDate': '08/08/2026', 'total_arrivals': 2.7, 'data': [{'arrivals': 2.7, 'variety': 'Tomato', 'minimumPrice': 400.0, 'maximumPrice': 1000.0, 'modalPrice': 700.0}]}, {'arrivalDate': '10/08/2026', 'total_arrivals': 5.2, 'data': [{'arrivals': 5.2, 'variety': 'Tomato', 'minimumPrice': 300.0, 'maximumPrice': 1000.0, 'modalPrice': 800.0}]}, {'arrivalDate': '11/08/2026', 'total_arrivals': 3.2, 'data': [{'arrivals': 3.2, 'variety': 'Tomato', 'minimumPrice': 500.0, 'maximumPrice': 1000.0, 'modalPrice': 800.0}]}, {'arrivalDate': '12/08/2026', 'total_arrivals': 2.5, 'data': [{'arrivals': 2.5, 'variety': 'Tomato', 'minimumPrice': 500.0, 'maximumPrice': 1500.0, 'modalPrice': 1200.0}]}, {'arrivalDate': '13/08/2026', 'total_arrivals': 15.0, 'data': [{'arrivals': 15.0, 'variety': 'Tomato', 'minimumPrice': 500.0, 'maximumPrice': 1000.0, 'modalPrice': 800.0}]}, {'arrivalDate': '14/08/2026', 'total_arrivals': 2.9000000000000004, 'data': [{'arrivals': 2.9000000000000004, 'variety': 'Tomato', 'minimumPrice': 500.0, 'maximumPrice': 1500.0, 'modalPrice': 1000.0}]}, {'arrivalDate': '15/08/2026', 'total_arrivals': 2.5, 'data': [{'arrivals': 2.5, 'variety': 'Tomato', 'minimumPrice': 1000.0, 'maximumPrice': 2000.0, 'modalPrice': 1500.0}]}, {'arrivalDate': '17/08/2026', 'total_arrivals': 5.5, 'data': [{'arrivals': 5.5, 'variety': 'Tomato', 'minimumPrice': 700.0, 'maximumPrice': 1500.0, 'modalPrice': 1000.0}]}, {'arrivalDate': '18/08/2026', 'total_arrivals': 2.2, 'data': [{'arrivals': 2.2, 'variety': 'Tomato', 'minimumPrice': 800.0, 'maximumPrice': 1300.0, 'modalPrice': 1000.0}]}, {'arrivalDate': '19/08/2026', 'total_arrivals': 2.8000000000000003, 'data': [{'arrivals': 2.8000000000000003, 'variety': 'Tomato', 'minimumPrice': 500.0, 'maximumPrice': 1000.0, 'modalPrice': 800.0}]}, {'arrivalDate': '20/08/2026', 'total_arrivals': 2.9000000000000004, 'data': [{'arrivals': 2.9000000000000004, 'variety': 'Tomato', 'minimumPrice': 300.0, 'maximumPrice': 1000.0, 'modalPrice': 700.0}]}, {'arrivalDate': '21/08/2026', 'total_arrivals': 3.0, 'data': [{'arrivals': 3.0, 'variety': 'Tomato', 'minimumPrice': 300.0, 'maximumPrice': 1500.0, 'modalPrice': 700.0}]}, {'arrivalDate': '22/08/2026', 'total_arrivals': 3.2, 'data': [{'arrivals': 3.2, 'variety': 'Tomato', 'minimumPrice': 500.0, 'maximumPrice': 1000.0, 'modalPrice': 800.0}]}, {'arrivalDate': '24/08/2026', 'total_arrivals': 4.5, 'data': [{'arrivals': 4.5, 'variety': 'Tomato', 'minimumPrice': 300.0, 'maximumPrice': 1500.0, 'modalPrice': 500.0}]}, {'arrivalDate': '25/08/2026', 'total_arrivals': 2.5, 'data': [{'arrivals': 2.5, 'variety': 'Tomato', 'minimumPrice': 300.0, 'maximumPrice': 1000.0, 'modalPrice': 700.0}]}, {'arrivalDate': '26/08/2026', 'total_arrivals': 3.2, 'data': [{'arrivals': 3.2, 'variety': 'Tomato', 'minimumPrice': 500.0, 'maximumPrice': 1000.0, 'modalPrice': 800.0}]}, {'arrivalDate': '27/08/2026', 'total_arrivals': 1.5, 'data': [{'arrivals': 1.5, 'variety': 'Tomato', 'minimumPrice': 800.0, 'maximumPrice': 1500.0, 'modalPrice': 1000.0}]}, {'arrivalDate': '28/08/2026', 'total_arrivals': 2.2, 'data': [{'arrivals': 2.2, 'variety': 'Tomato', 'minimumPrice': 300.0, 'maximumPrice': 1000.0, 'modalPrice': 800.0}]}, {'arrivalDate': '29/08/2026', 'total_arrivals': 5.5, 'data': [{'arrivals': 5.5, 'variety': 'Tomato', 'minimumPrice': 300.0, 'maximumPrice': 1000.0, 'modalPrice': 800.0}]}, {'arrivalDate': '31/08/2026', 'total_arrivals': 0.5, 'data': [{'arrivals': 0.5, 'variety': 'Tomato', 'minimumPrice': 300.0, 'maximumPrice': 1800.0, 'modalPrice': 1000.0}]}]"
Belgaum APMC,"[{'arrivalDate': '29/08/2026', 'total_arrivals': 25.0, 'data': [{'arrivals': 25.0, 'variety': 'Tomato', 'minimumPrice': 1000.0, 'maximumPrice': 1500.0, 'modalPrice': 1300.0}]}]"
Belur APMC,"[{'arrivalDate': '02/08/2026', 'total_arrivals': 6.7, 'data': [{'arrivals': 6.7, 'variety': 'Hybrid', 'minimumPrice': 1000.0, 'maximumPrice': 1000.0, 'modalPrice': 1000.0}]}, {'arrivalDate': '05/08/2026', 'total_arrivals': 4.2, 'data': [{'arrivals': 4.2, 'variety': 'Hybrid', 'minimumPrice': 1000.0, 'maximumPrice': 1000.0, 'modalPrice': 1000.0}]}, {'arrivalDate': '06/08/2026', 'total_arrivals': 3.3000000000000003, 'data': [{'arrivals': 3.3000000000000003, 'variety': 'Hybrid', 'minimumPrice': 1000.0, 'maximumPrice': 1000.0, 'modalPrice': 1000.0}]}, {'arrivalDate': '09/08/2026', 'total_arrivals': 3.9000000000000004, 'data': [{'arrivals': 3.9000000000000004, 'variety': 'Hybrid', 'minimumPrice': 1000.0, 'maximumPrice': 1200.0, 'modalPrice': 1200.0}]}, {'arrivalDate': '12/08/2026', 'total_arrivals': 3.9000000000000004, 'data': [{'arrivals': 3.9000000000000004, 'variety': 'Hybrid', 'minimumPrice': 1000.0, 'maximumPrice': 1200.0, 'modalPrice': 1000.0}]}, {'arrivalDate': '13/08/2026', 'total_arrivals': 3.3000000000000003, 'data': [{'arrivals': 3.3000000000000003, 'variety': 'Hybrid', 'minimumPrice': 1000.0, 'maximumPrice': 1000.0, 'modalPrice': 1000.0}]}, {'arrivalDate': '16/08/2026', 'total_arrivals': 1.7000000000000002, 'data': [{'arrivals': 1.7000000000000002, 'variety': 'Hybrid', 'minimumPrice': 1000.0, 'maximumPrice': 1000.0, 'modalPrice': 1000.0}]}, {'arrivalDate': '17/08/2026', 'total_arrivals': 5.800000000000001, 'data': [{'arrivals': 5.800000000000001, 'variety': 'Hybrid', 'minimumPrice': 1000.0, 'maximumPrice': 1000.0, 'modalPrice': 1000.0}]}, {'arrivalDate': '19/08/2026', 'total_arrivals': 6.7, 'data': [{'arrivals': 6.7, 'variety': 'Hybrid', 'minimumPrice': 1000.0, 'maximumPrice': 1000.0, 'modalPrice': 1000.0}]}, {'arrivalDate': '20/08/2026', 'total_arrivals': 8.3, 'data': [{'arrivals': 8.3, 'variety': 'Hybrid', 'minimumPrice': 1200.0, 'maximumPrice': 1200.0, 'modalPrice': 1200.0}]}, {'arrivalDate': '23/08/2026', 'total_arrivals': 5.0, 'data': [{'arrivals': 5.0, 'variety': 'Hybrid', 'minimumPrice': 1000.0, 'maximumPrice': 1000.0, 'modalPrice': 1000.0}]}, {'arrivalDate': '26/08/2026', 'total_arrivals': 2.8000000000000003, 'data': [{'arrivals': 2.8000000000000003, 'variety': 'Hybrid', 'minimumPrice': 1200.0, 'maximumPrice': 1200.0, 'modalPrice': 1200.0}]}, {'arrivalDate': '27/08/2026', 'total_arrivals': 3.6, 'data': [{'arrivals': 3.6, 'variety': 'Hybrid', 'minimumPrice': 1200.0, 'maximumPrice': 1200.0, 'modalPrice': 1200.0}]}, {'arrivalDate': '30/08/2026', 'total_arrivals': 2.8000000000000003, 'data': [{'arrivals': 2.8000000000000003, 'variety': 'Hybrid', 'minimumPrice': 1200.0, 'maximumPrice': 1200.0, 'modalPrice': 1200.0}]}, {'arrivalDate': '31/08/2026', 'total_arrivals': 2.2, 'data': [{'arrivals': 2.2, 'variety': 'Hybrid', 'minimumPrice': 1500.0, 'maximumPrice': 1500.0, 'modalPrice': 1500.0}]}]"
Binny Mill (FF&V) Bengaluru APMC,"[{'arrivalDate': '01/08/2026', 'total_arrivals': 40.900000000000006, 'data': [{'arrivals': 40.900000000000006, 'variety': 'Tomato', 'minimumPrice': 1900.0, 'maximumPrice': 2100.0, 'modalPrice': 2000.0}]}, {'arrivalDate': '03/08/2026', 'total_arrivals': 40.2, 'data': [{'arrivals': 40.2, 'variety': 'Tomato', 'minimumPrice': 1900.0, 'maximumPrice': 2100.0, 'modalPrice': 2000.0}]}, {'arrivalDate': '04/08/2026', 'total_arrivals': 41.2, 'data': [{'arrivals': 41.2, 'variety': 'Tomato', 'minimumPrice': 2000.0, 'maximumPrice': 2200.0, 'modalPrice': 2100.0}]}, {'arrivalDate': '05/08/2026', 'total_arrivals': 44.900000000000006, 'data': [{'arrivals': 44.900000000000006, 'variety': 'Tomato', 'minimumPrice': 2000.0, 'maximumPrice': 2200.0, 'modalPrice': 2100.0}]}, {'arrivalDate': '06/08/2026', 'total_arrivals': 40.7, 'data': [{'arrivals': 40.7, 'variety': 'Tomato', 'minimumPrice': 2200.0, 'maximumPrice': 2400.0, 'modalPrice': 2300.0}]}, {'arrivalDate': '07/08/2026', 'total_arrivals': 38.6, 'data': [{'arrivals': 38.6, 'variety': 'Tomato', 'minimumPrice': 1800.0, 'maximumPrice': 2000.0, 'modalPrice': 1900.0}]}, {'arrivalDate': '10/08/2026', 'total_arrivals': 38.5, 'data': [{'arrivals': 38.5, 'variety': 'Tomato', 'minimumPrice': 1800.0, 'maximumPrice': 2000.0, 'modalPrice': 1900.0}]}, {'arrivalDate': '11/08/2026', 'total_arrivals': 44.300000000000004, 'data': [{'arrivals': 44.300000000000004, 'variety': 'Tomato', 'minimumPrice': 1800.0, 'maximumPrice': 2000.0, 'modalPrice': 1900.0}]}, {'arrivalDate': '12/08/2026', 'total_arrivals': 40.0, 'data': [{'arrivals': 40.0, 'variety': 'Tomato', 'minimumPrice': 1900.0, 'maximumPrice': 2100.0, 'modalPrice': 2000.0}]}, {'arrivalDate': '13/08/2026', 'total_arrivals': 40.1, 'data': [{'arrivals': 40.1, 'variety': 'Tomato', 'minimumPrice': 160.0, 'maximumPrice': 1800.0, 'modalPrice': 1700.0}]}, {'arrivalDate': '14/08/2026', 'total_arrivals': 43.1, 'data': [{'arrivals': 43.1, 'variety': 'Tomato', 'minimumPrice': 1200.0, 'maximumPrice': 2000.0, 'modalPrice': 1400.0}]}, {'arrivalDate': '17/08/2026', 'total_arrivals': 40.300000000000004, 'data': [{'arrivals': 40.300000000000004, 'variety': 'Tomato', 'minimumPrice': 1400.0, 'maximumPrice': 1600.0, 'modalPrice': 1500.0}]}, {'arrivalDate': '18/08/2026', 'total_arrivals': 42.7, 'data': [{'arrivals': 42.7, 'variety': 'Tomato', 'minimumPrice': 1500.0, 'maximumPrice': 1700.0, 'modalPrice': 1600.0}]}, {'arrivalDate': '19/08/2026', 'total_arrivals': 38.1, 'data': [{'arrivals': 38.1, 'variety': 'Tomato', 'minimumPrice': 1600.0, 'maximumPrice': 1800.0, 'modalPrice': 1700.0}]}, {'arrivalDate': '20/08/2026', 'total_arrivals': 39.5, 'data': [{'arrivals': 39.5, 'variety': 'Tomato', 'minimumPrice': 1600.0, 'maximumPrice': 1800.0, 'modalPrice': 1700.0}]}, {'arrivalDate': '21/08/2026', 'total_arrivals': 36.1, 'data': [{'arrivals': 36.1, 'variety': 'Tomato', 'minimumPrice': 1600.0, 'maximumPrice': 1800.0, 'modalPrice': 1700.0}]}, {'arrivalDate': '24/08/2026', 'total_arrivals': 46.2, 'data': [{'arrivals': 46.2, 'variety': 'Tomato', 'minimumPrice': 1600.0, 'maximumPrice': 1800.0, 'modalPrice': 1700.0}]}, {'arrivalDate': '25/08/2026', 'total_arrivals': 42.300000000000004, 'data': [{'arrivals': 42.300000000000004, 'variety': 'Tomato', 'minimumPrice': 1500.0, 'maximumPrice': 1700.0, 'modalPrice': 1600.0}]}, {'arrivalDate': '27/08/2026', 'total_arrivals': 44.1, 'data': [{'arrivals': 44.1, 'variety': 'Tomato', 'minimumPrice': 1400.0, 'maximumPrice': 1600.0, 'modalPrice': 1500.0}]}, {'arrivalDate': '28/08/2026', 'total_arrivals': 42.5, 'data': [{'arrivals': 42.5, 'variety': 'Tomato', 'minimumPrice': 1500.0, 'maximumPrice': 1700.0, 'modalPrice': 1600.0}]}, {'arrivalDate': '29/08/2026', 'total_arrivals': 44.1, 'data': [{'arrivals': 44.1, 'variety': 'Tomato', 'minimumPrice': 1500.0, 'maximumPrice': 1700.0, 'modalPrice': 1600.0}]}, {'arrivalDate': '31/08/2026', 'total_arrivals': 43.5, 'data': [{'arrivals': 43.5, 'variety': 'Tomato', 'minimumPrice': 1500.0, 'maximumPrice': 1700.0, 'modalPrice': 1600.0}]}]"
Chamarajanagar APMC,"[{'arrivalDate': '01/08/2026', 'total_arrivals': 4.0, 'data': [{'arrivals': 4.0, 'variety': 'Tomato', 'minimumPrice': 400.0, 'maximumPrice': 1000.0, 'modalPrice': 700.0}]}, {'arrivalDate': '03/08/2026', 'total_arrivals': 3.5, 'data': [{'arrivals': 3.5, 'variety': 'Tomato', 'minimumPrice': 400.0, 'maximumPrice': 600.0, 'modalPrice': 500.0}]}, {'arrivalDate': '04/08/2026', 'total_arrivals': 3.0, 'data': [{'arrivals': 3.0, 'variety': 'Tomato', 'minimumPrice': 400.0, 'maximumPrice': 800.0, 'modalPrice': 600.0}]}, {'arrivalDate': '05/08/2026', 'total_arrivals': 3.0, 'data': [{'arrivals': 3.0, 'variety': 'Tomato', 'minimumPrice': 400.0, 'maximumPrice': 800.0, 'modalPrice': 600.0}]}, {'arrivalDate': '06/08/2026', 'total_arrivals': 3.5, 'data': [{'arrivals': 3.5, 'variety': 'Tomato', 'minimumPrice': 450.0, 'maximumPrice': 1000.0, 'modalPrice': 750.0}]}, {'arrivalDate': '07/08/2026', 'total_arrivals': 2.0, 'data': [{'arrivals': 2.0, 'variety': 'Tomato', 'minimumPrice': 300.0, 'maximumPrice': 1500.0, 'modalPrice': 900.0}]}, {'arrivalDate': '08/08/2026', 'total_arrivals': 2.5, 'data': [{'arrivals': 2.5, 'variety': 'Tomato', 'minimumPrice': 600.0, 'maximumPrice': 1000.0, 'modalPrice': 800.0}]}, {'arrivalDate': '10/08/2026', 'total_arrivals': 3.0, 'data': [{'arrivals': 3.0, 'variety': 'Tomato', 'minimumPrice': 500.0, 'maximumPrice': 1000.0, 'modalPrice': 750.0}]}, {'arrivalDate': '11/08/2026', 'total_arrivals': 3.0, 'data': [{'arrivals': 3.0, 'variety': 'Tomato', 'minimumPrice': 600.0, 'maximumPrice': 1200.0, 'modalPrice': 900.0}]}, {'arrivalDate': '12/08/2026', 'total_arrivals': 2.5, 'data': [{'arrivals': 2.5, 'variety': 'Tomato', 'minimumPrice': 1000.0, 'maximumPrice': 3000.0, 'modalPrice': 2000.0}]}, {'arrivalDate': '13/08/2026', 'total_arrivals': 2.5, 'data': [{'arrivals': 2.5, 'variety': 'Tomato', 'minimumPrice': 600.0, 'maximumPrice': 1300.0, 'modalPrice': 1000.0}]}, {'arrivalDate': '14/08/2026', 'total_arrivals': 2.3000000000000003, 'data': [{'arrivals': 2.3000000000000003, 'variety': 'Tomato', 'minimumPrice': 600.0, 'maximumPrice': 1200.0, 'modalPrice': 900.0}]}, {'arrivalDate': '17/08/2026', 'total_arrivals': 3.0, 'data': [{'arrivals': 3.0, 'variety': 'Tomato', 'minimumPrice': 600.0, 'maximumPrice': 1000.0, 'modalPrice': 800.0}]}, {'arrivalDate': '18/08/2026', 'total_arrivals': 2.0, 'data': [{'arrivals': 2.0, 'variety': 'Tomato', 'minimumPrice': 500.0, 'maximumPrice': 1200.0, 'modalPrice': 900.0}]}, {'arrivalDate': '19/08/2026', 'total_arrivals': 2.5, 'data': [{'arrivals': 2.5, 'variety': 'Tomato', 'minimumPrice': 400.0, 'maximumPrice': 1000.0, 'modalPrice': 700.0}]}, {'arrivalDate': '20/08/2026', 'total_arrivals': 3.0, 'data': [{'arrivals': 3.0, 'variety': 'Tomato', 'minimumPrice': 800.0, 'maximumPrice': 1000.0, 'modalPrice': 900.0}]}, {'arrivalDate': '21/08/2026', 'total_arrivals': 2.3000000000000003, 'data': [{'arrivals': 2.3000000000000003, 'variety': 'Tomato', 'minimumPrice': 800.0, 'maximumPrice': 1200.0, 'modalPrice': 1000.0}]}, {'arrivalDate': '22/08/2026', 'total_arrivals': 3.5, 'data': [{'arrivals': 3.5, 'variety': 'Tomato', 'minimumPrice': 1600.0, 'maximumPrice': 4500.0, 'modalPrice': 3000.0}]}, {'arrivalDate': '24/08/2026', 'total_arrivals': 2.5, 'data': [{'arrivals': 2.5, 'variety': 'Tomato', 'minimumPrice': 800.0, 'maximumPrice': 1500.0, 'modalPrice': 1150.0}]}, {'arrivalDate': '25/08/2026', 'total_arrivals': 3.0, 'data': [{'arrivals': 3.0, 'variety': 'Tomato', 'minimumPrice': 1000.0, 'maximumPrice': 2000.0, 'modalPrice': 1500.0}]}, {'arrivalDate': '26/08/2026', 'total_arrivals': 3.0, 'data': [{'arrivals': 3.0, 'variety': 'Tomato', 'minimumPrice': 1000.0, 'maximumPrice': 2200.0, 'modalPrice': 1600.0}]}, {'arrivalDate': '27/08/2026', 'total_arrivals': 2.5, 'data': [{'arrivals': 2.5, 'variety': 'Tomato', 'minimumPrice': 400.0, 'maximumPrice': 1000.0, 'modalPrice': 700.0}]}, {'arrivalDate': '28/08/2026', 'total_arrivals': 2.5, 'data': [{'arrivals': 2.5, 'variety': 'Tomato', 'minimumPrice': 800.0, 'maximumPrice': 1000.0, 'modalPrice': 900.0}]}, {'arrivalDate': '29/08/2026', 'total_arrivals': 2.0, 'data': [{'arrivals': 2.0, 'variety': 'Tomato', 'minimumPrice': 800.0, 'maximumPrice': 1000.0, 'modalPrice': 900.0}]}, {'arrivalDate': '31/08/2026', 'total_arrivals': 1.5, 'data': [{'arrivals': 1.5, 'variety': 'Tomato', 'minimumPrice': 800.0, 'maximumPrice': 1000.0, 'modalPrice': 900.0}]}]"
